名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
福永 春樹,ふくなが はるき,fukunaga_haruki@example.com,女,19,2000/11/11,未婚,B型,神奈川県,086-342-8189,080-3474-7235,ソフトバンク,左ルー・ルー攻め派
小島 隼士,こじま しゅんじ,kojima_shunji@example.com,男,42,1977/12/13,既婚,A型,長崎県,039-952-7203,090- 612-8589,ドコモ,奥ルー・ナン派
桑田 郁恵,くわた いくえ,kuwata_ikue@example.com,女,48,1971/4/20,既婚,O型,福岡県,047-502-5164,080- 285-8376,au,ぶっかけ・せき止め派
細野 知史,ほその ともふみ,hosono_tomofumi@example.com,男,26,1994/2/13,未婚,A型,大阪府,085-345-1510,090-8383-2267,ソフトバンク,ぶっかけ・せき止め派
若山 奈央,わかやま なお,wakayama_nao@example.com,女,30,1989/7/7,既婚,A型,埼玉県,0 7-284-7525,090-4577-5091,ソフトバンク,左ルー・別口派
滝 良介,たき りょうすけ,taki_ryousuke@example.com,男,73,1947/2/12,既婚,O型,宮城県,075-607- 293,080-2676-1646,ドコモ,ぶっかけ・せき止め派
車 真吾,くるま しんご,kuruma_shingo@example.com,男,76,1943/4/2,既婚,O型,長野県,0 3-842-8111,080-6007-3361,ドコモ,手前ルー・混ぜ混ぜ派
西田 竜也,にしだ たつや,nishida_tatsuya@example.com,男,18,2001/4/17,未婚,B型,山形県,051-252-1173,080-3665-2249,ドコモ,左ルー・混ぜ混ぜ派
小川 明,おがわ あきら,ogawa_akira@example.com,男,62,1957/9/9,既婚,A型,大阪府,018-826-9739,080-8385-8618,ドコモ,右ルー・ルー攻め派
田川 誠一,たがわ せいいち,tagawa_seiichi@example.com,男,20,1999/6/24,未婚,O型,兵庫県,081-132-1924,090-5968-5596,au,ぶっかけ・ルー攻め派
河原 倫子,かわはら のりこ,kawahara_noriko1@example.com,女,62,1957/12/19,既婚,A型,埼玉県,0 7-818-5621,090-5231-9806,ソフトバンク,右ルー・ルー攻め派
浜田 勇一,はまだ ゆういち,hamada_yuuichi@example.com,男,59,1960/10/30,既婚,A型,千葉県,087-522-2080,080-4841-4022,au,左ルー・混ぜ混ぜ派
細谷 景子,ほそや けいこ,hosoya_keiko@example.com,女,23,1997/1/17,既婚,B型,千葉県,043-522-7162,090-1195-3777,ドコモ,ぶっかけ・ルー攻め派
笹原 なつみ,ささはら なつみ,sasahara_natsumi@example.com,女,39,1980/10/17,既婚,B型,福岡県,010-670-6621,080-6253-9194,ソフトバンク,ぶっかけ・せき止め派
海老原 結子,えびはら ゆうこ,ebihara_yuuko@example.com,女,77,1942/12/25,既婚,A型,静岡県,085-140-6728,080- 324-3310,au,奥ルー・ルー攻め派
大坪 あき,おおつぼ あき,ootsubo_aki@example.com,女,27,1992/4/24,既婚,A型,埼玉県,078-289-5361,090-5209-4833,ドコモ,右ルー・せき止め派
平 新太,たいら あらた,taira_arata@example.com,男,41,1978/11/17,既婚,A型,東京都,082-426-9813,080-7950-6772,ドコモ,左ルー・せき止め派
河原 杏,かわはら あん,kawahara_ann@example.com,女,24,1995/7/12,未婚,O型,京都府,056-872-6205,090-  54-8973,ドコモ,左ルー・せき止め派
大川 美嘉,おおかわ みか,ookawa_mika@example.com,女,59,1960/4/6,既婚,A型,宮城県,022-177-3893,080-3298-5368,ドコモ,右ルー・混ぜ混ぜ派
浜田 美紀,はまだ みき,hamada_miki@example.com,女,20,1999/9/15,未婚,O型,京都府,0 1- 52-8031,090-1275-4586,ドコモ,手前ルー・せき止め派
神戸 ヒロ,こうべ ひろ,koube_hiro@example.com,男,58,1961/8/21,未婚,B型,広島県,071-369-3917,080-4002-7425,au,左ルー・せき止め派
南 文世,みなみ ふみよ,minami_fumiyo@example.com,女,78,1941/10/6,既婚,A型,埼玉県,099-619-8437,080- 828-7202,au,ぶっかけ・せき止め派
奥貫 兼,おくぬき けん,okunuki_ken@example.com,男,54,1966/2/8,既婚,O型,兵庫県,090-933-5537,080-1365-1403,ソフトバンク,右ルー・ルー攻め派
菅谷 洋介,すがや ようすけ,sugaya_yousuke@example.com,男,52,1967/11/29,既婚,O型,福岡県,024-712-9912,090-9678- 896,ドコモ,右ルー・混ぜ混ぜ派
豊田 ヒカル,とよた ひかる,toyota_hikaru@example.com,女,72,1947/6/12,既婚,A型,愛媛県,086-430-3452,080- 927-8265,ドコモ,左ルー・ルー攻め派
石渡 光良,いしわたり てるよし,ishiwatari_teruyoshi@example.com,男,38,1981/11/9,未婚,AB型,長野県,032-964-5996,080-1625-7842,ドコモ,左ルー・別口派
古谷 大樹,ふるたに ひろき,furutani_hiroki@example.com,男,57,1962/4/5,既婚,O型,長野県,031-268-7538,080-8371-5628,au,ぶっかけ・混ぜ混ぜ派
小畑 洋,おばた よう,obata_you@example.com,男,67,1952/7/29,既婚,O型,福島県,056-839-7105,090-9951-6378,ドコモ,右ルー・せき止め派
玉山 璃子,たまやま りこ,tamayama_riko@example.com,女,36,1983/6/27,既婚,A型,広島県,024-926-6792,080-5428- 735,ソフトバンク,左ルー・せき止め派
赤松 雅彦,あかまつ まさひこ,akamatsu_masahiko@example.com,男,34,1986/1/18,既婚,O型,神奈川県,066-846-9123,090-7893-8192,ドコモ,奥ルー・ルー攻め派
森 はじめ,もり はじめ,mori_hajime@example.com,男,25,1994/9/8,既婚,A型,茨城県,018-329-9770,090- 458-9384,ドコモ,左ルー・せき止め派
宮原 京子,みやはら きょうこ,miyahara_kyouko@example.com,女,37,1982/12/16,既婚,A型,香川県,0 2-489-2772,080-2816-2870,ドコモ,ぶっかけ・せき止め派
本多 新太,ほんだ あらた,honnda_arata@example.com,男,41,1978/12/15,既婚,A型,東京都,090- 69-4998,080-8850-8241,ドコモ,手前ルー・ルー攻め派
金森 丈史,かなもり たけし,kanamori_takeshi@example.com,男,31,1988/12/31,既婚,B型,福井県,097-120-1165,080-5721-5728,ドコモ,左ルー・別口派
益岡 涼,ますおか りょう,masuoka_ryou@example.com,女,18,2001/9/25,未婚,B型,北海道,0 3-417-6390,090- 293-3059,ドコモ,左ルー・せき止め派
長野 晃司,ながの こうじ,nagano_kouji@example.com,男,68,1952/2/4,既婚,O型,長野県,050-423-5267,080- 807-7163,ソフトバンク,右ルー・ルー攻め派
日高 莉緒,ひだか りお,hidaka_rio@example.com,女,18,2001/11/8,未婚,B型,大阪府,059-863-1717,090-1341-6866,ツーカー,左ルー・せき止め派
川井 瞬,かわい しゅん,kawai_shun@example.com,男,42,1977/12/21,既婚,B型,和歌山県,040- 90-5456,080-2859-6645,ドコモ,別盛り・ルー攻め派
長友 公顕,ながとも きみあき,nagatomo_kimiaki@example.com,男,18,2001/8/20,未婚,O型,山形県,026-226-6267,090-6594-2024,ドコモ,ぶっかけ・ルー攻め派
小関 誠一,こぜき せいいち,kozeki_seiichi@example.com,男,42,1977/3/5,未婚,O型,神奈川県,020-765-6301,080-4960-2119,au,ぶっかけ・せき止め派
市村 窈,いちむら よう,ichimura_you@example.com,女,67,1952/9/25,既婚,O型,福島県,086-  6-4722,080- 895-1852,ドコモ,奥ルー・ルー攻め派
早美 未來,はやみ みらい,hayami_mirai@example.com,男,26,1993/7/10,既婚,O型,京都府,094-997-4531,090-8987-1932,ドコモ,ぶっかけ・せき止め派
山本 瞬,やまもと しゅん,yamamoto_shun@example.com,女,73,1946/7/6,既婚,O型,青森県,014-604-5462,090-2394-3369,ドコモ,左ルー・せき止め派
野村 淳子,のむら あつこ,nomura_atsuko@example.com,女,60,1959/8/15,既婚,O型,埼玉県,063-954- 647,080-5463-9444,ソフトバンク,右ルー・ナン派
富田 明日,とみた めいび,tomita_meibi@example.com,女,31,1989/1/16,既婚,B型,福岡県,0 8-238-4659,080-2847-9411,ドコモ,別盛り・せき止め派
毛利 美紀,もうり みき,mouri_miki@example.com,女,57,1962/11/25,既婚,B型,京都府,093-578-2184,080-8872-9521,au,右ルー・混ぜ混ぜ派
久米 功補,くめ こうすけ,kume_kousuke@example.com,男,26,1993/6/21,未婚,A型,北海道,063-632-7806,080-8048-7490,au,ぶっかけ・別口派
小川 彩華,おがわ あやか,ogawa_ayaka@example.com,女,36,1983/3/19,既婚,A型,石川県,041-832-1179,080-8398-9896,ソフトバンク,左ルー・せき止め派
鶴田 勇太,つるた ゆうた,tsuruta_yuuta@example.com,男,66,1953/5/12,既婚,A型,兵庫県,088-755- 672,080-9386-3935,ドコモ,ぶっかけ・ナン派
宮里 隼士,みやざと しゅんじ,miyazato_shunji@example.com,男,79,1940/12/18,既婚,B型,神奈川県,065-430-4515,090-5437-4523,ドコモ,ぶっかけ・混ぜ混ぜ派
浅田 礼子,あさだ れいこ,asada_reiko@example.com,女,24,1996/2/12,既婚,A型,大阪府,036-883-3116,080-1520-9887,au,ぶっかけ・せき止め派
成田 貴嶺,なりた たかね,narita_takane@example.com,男,36,1983/10/22,既婚,B型,大阪府,042-581-3166,080-6463-9756,au,手前ルー・せき止め派
高原 米蔵,たかはら よねぞう,takahara_yonezou@example.com,男,43,1976/5/2,既婚,A型,鹿児島県,0 8-691-4418,080-3463-4862,ドコモ,左ルー・せき止め派
平林 芽以,ひらばやし めい,hirabayashi_mei@example.com,女,64,1956/2/13,既婚,O型,福岡県,032-271-5552,090-6925- 147,ドコモ,左ルー・ナン派
磯村 剛基,いそむら よしき,isomura_yoshiki@example.com,男,76,1944/1/17,既婚,B型,宮城県,030-538-8854,080-5916-7901,au,左ルー・ルー攻め派
平林 達士,ひらばやし たつひと,hirabayashi_tatsuhito@example.com,男,72,1947/5/19,既婚,A型,埼玉県,036-779-3515,080- 832- 876,ドコモ,右ルー・混ぜ混ぜ派
青木 真一,あおき しんいち,aoki_shinichi@example.com,男,28,1991/9/5,既婚,B型,神奈川県,0 6- 28-1800,090-4536-1740,ドコモ,ぶっかけ・ルー攻め派
竹内 奈月,たけうち なつき,takeuchi_natsuki@example.com,女,55,1964/8/28,既婚,A型,山形県,070-386-4419,080-2998-7401,au,ぶっかけ・せき止め派
児玉 勝久,こだま かつひさ,kodama_katsuhisa1@example.com,男,72,1947/11/26,既婚,A型,東京都,098-432-8744,090- 978-1741,ドコモ,ぶっかけ・別口派
丹羽 文世,たんば ふみよ,tannba_fumiyo@example.com,女,24,1995/9/23,既婚,O型,埼玉県,050-664- 107,090-9472-4767,ドコモ,奥ルー・せき止め派
上原 守,うえはら まもる,uehara_mamoru@example.com,男,31,1988/12/10,未婚,A型,北海道,050-474-5214,090-9827-1532,ドコモ,奥ルー・せき止め派
成瀬 三郎,なるせ さぶろう,naruse_saburou@example.com,男,52,1967/4/27,既婚,B型,福岡県,095-387-6186,090-2887-3635,ドコモ,別盛り・混ぜ混ぜ派
勝田 人志,かつだ ひとし,katsuda_hitoshi@example.com,男,46,1974/1/24,既婚,AB型,千葉県,081-955-7195,080-3499-2059,ドコモ,左ルー・ルー攻め派
志村 那奈,しむら なな,shimura_nana@example.com,女,58,1962/2/8,既婚,B型,東京都,094-809-3818,080-5459-8672,ドコモ,右ルー・別口派
戸田 彩華,とだ あやか,toda_ayaka@example.com,女,65,1954/6/17,既婚,O型,神奈川県,045-223-1679,080-9390-7036,ドコモ,左ルー・せき止め派
堀江 優,ほりえ ゆう,horie_yuu@example.com,女,70,1949/5/21,既婚,A型,京都府,081-509-4668,090-5887-6575,ドコモ,ぶっかけ・混ぜ混ぜ派
大坂 麻緒,おおさか まお,oosaka_mao@example.com,女,30,1989/7/25,既婚,A型,沖縄県,015-587-7855,090- 179-8816,ドコモ,左ルー・ルー攻め派
中尾 薫,なかお かおる,nakao_kaoru@example.com,男,45,1974/4/16,既婚,A型,鳥取県,031-120-8771,080-6513-5497,ドコモ,右ルー・せき止め派
浅野 将也,あさの まさや,asano_masaya@example.com,男,64,1955/5/19,既婚,B型,茨城県,055-174-3863,080-4157-7022,au,手前ルー・ナン派
大内 涼,おおうち りょう,oouchi_ryou@example.com,女,49,1970/12/10,既婚,B型,長崎県,085-928-8354,080-1287-8583,au,右ルー・せき止め派
今西 璃奈子,いまにし りなこ,imanishi_rinako@example.com,女,77,1942/11/23,既婚,O型,兵庫県,0  -190-7171,090-2753- 356,ドコモ,左ルー・せき止め派
荻原 勝久,はぎわら かつひさ,hagiwara_katsuhisa@example.com,男,29,1990/8/18,既婚,O型,埼玉県,013-832-1893,080-4318-7237,ドコモ,左ルー・ルー攻め派
島 遥,しま はるか,shima_haruka@example.com,女,19,2000/7/13,未婚,O型,栃木県,029- 89- 605,080-6093-7032,ドコモ,ぶっかけ・ルー攻め派
依田 光,よりた ひかる,yorita_hikaru@example.com,女,40,1979/11/11,既婚,A型,長野県,014- 60-6733,080-4042-3900,ソフトバンク,右ルー・せき止め派
西山 哲平,にしやま てっぺい,nishiyama_teppei@example.com,男,59,1960/10/26,既婚,A型,大阪府,081-273-3851,090-8441-2758,ソフトバンク,ぶっかけ・ナン派
須賀 淳子,すが あつこ,suga_atsuko@example.com,女,80,1939/5/8,既婚,B型,青森県,068-926-9866,080-2717-8137,ドコモ,右ルー・混ぜ混ぜ派
堀越 倫子,ほりこし のりこ,horikoshi_noriko@example.com,女,20,2000/1/8,未婚,A型,栃木県,093-547-1199,080-9456-8905,au,右ルー・せき止め派
藤村 建,ふじむら けん,fujimura_ken@example.com,男,73,1946/2/22,既婚,O型,埼玉県,030-468-3294,090-1389-1831,ドコモ,右ルー・ルー攻め派
松谷 秀隆,まつたに ひでたか,matsutani_hidetaka@example.com,男,62,1957/6/30,既婚,A型,京都府,0  -340-4341,080-1596-8910,ツーカー,左ルー・せき止め派
大槻 真帆,おおつき まほ,ootsuki_maho@example.com,女,46,1973/4/18,既婚,A型,兵庫県,043-949-3734,090-6766-4434,ドコモ,奥ルー・せき止め派
植村 薫,うえむら かおる,uemura_kaoru@example.com,男,70,1949/10/16,既婚,O型,東京都,068-169-7743,090-2588-8194,ツーカー,ぶっかけ・混ぜ混ぜ派
梅原 千夏,うめはら ちなつ,umehara_chinatsu@example.com,女,54,1966/2/6,既婚,O型,千葉県,091-506-8915,090-8664-9868,ソフトバンク,手前ルー・ルー攻め派
遠藤 ヒロ,えんどう ひろ,enndou_hiro@example.com,男,80,1939/11/24,既婚,A型,茨城県,061-208-5004,080-4428-3663,au,左ルー・せき止め派
細山 剛基,ほそやま よしき,hosoyama_yoshiki@example.com,男,80,1939/12/2,既婚,O型,大阪府,051-300-9287,080-7601-9971,ドコモ,左ルー・ルー攻め派
野中 洋介,のなか ようすけ,nonaka_yousuke@example.com,男,47,1972/7/11,既婚,B型,茨城県,088-599-2714,080-4115-2517,ソフトバンク,ぶっかけ・せき止め派
河西 薫,かわにし かおる,kawanishi_kaoru@example.com,男,58,1962/1/12,既婚,A型,愛知県,0 2- 62-9057,090-3472- 292,ドコモ,左ルー・別口派
大村 結子,おおむら ゆうこ,oomura_yuuko@example.com,女,23,1996/11/26,既婚,B型,東京都,097-255-8239,080-3776-6170,au,右ルー・ナン派
青山 努,あおやま つとむ,aoyama_tsutomu@example.com,男,34,1986/1/22,既婚,A型,埼玉県,068-696-5067,080-9210-4195,ドコモ,左ルー・混ぜ混ぜ派
筒井 麻由子,つつい まゆこ,tsutsui_mayuko@example.com,女,58,1961/10/8,既婚,A型,宮城県,0 3-729-4110,090-4640-3280,ドコモ,左ルー・混ぜ混ぜ派
谷口 由宇,たにぐち ゆう,taniguchi_yuu@example.com,女,53,1967/1/11,既婚,A型,北海道,095-962-4694,090-2218- 729,ソフトバンク,左ルー・せき止め派
原 翔太,はら しょうた,hara_shouta@example.com,男,56,1963/5/8,既婚,B型,大阪府,046-117-2205,090-6969-6526,ソフトバンク,左ルー・混ぜ混ぜ派
野際 直人,のぎわ なおと,nogiwa_naoto@example.com,男,66,1954/1/9,既婚,A型,新潟県,073-329-1531,080-4389-1739,au,ぶっかけ・ルー攻め派
栗林 美紀,くりばやし みき,kuribayashi_miki@example.com,女,23,1996/9/24,既婚,A型,茨城県,097-930-8876,080-1013-5474,ドコモ,左ルー・せき止め派
上条 小雁,かみじょう こがん,kamijou_kogan@example.com,男,40,1979/10/6,未婚,A型,愛媛県,026-746-8069,080-2052-6457,ドコモ,ぶっかけ・別口派
山崎 直人,やまざき なおと,yamazaki_naoto@example.com,男,70,1949/3/11,既婚,B型,福岡県,048-905-9618,080-6212- 397,au,奥ルー・ルー攻め派
神谷 朝香,かみや あさか,kamiya_asaka@example.com,女,65,1954/8/13,既婚,A型,神奈川県,077-420-1294,090-5556-1713,au,手前ルー・せき止め派
浜本 大,はまもと まさる,hamamoto_masaru@example.com,男,53,1966/6/27,既婚,B型,宮城県,045-762-1672,090-1686-9667,au,ぶっかけ・混ぜ混ぜ派
牧瀬 さやか,まきせ さやか,makise_sayaka@example.com,女,72,1948/2/14,既婚,B型,新潟県,022-234-3917,080-2201-9214,ドコモ,左ルー・ルー攻め派
高松 サンタマリア,たかまつ さんたまりあ,takamatsu_stmaria@example.com,女,59,1960/8/28,既婚,B型,東京都,064-956-7888,080-7663-9977,ドコモ,左ルー・せき止め派
角谷 倫子,かどたに のりこ,kadotani_noriko@example.com,女,35,1984/9/29,既婚,A型,愛知県,0 7-866-5188,090-7526-3388,ドコモ,左ルー・せき止め派
河田 倫子,かわた のりこ,kawata_noriko@example.com,女,40,1979/2/20,既婚,A型,鹿児島県,062-360-1517,080-7472- 872,ドコモ,右ルー・混ぜ混ぜ派
藤沢 信吾,ふじさわ しんご,fujisawa_shingo@example.com,男,24,1995/4/21,未婚,O型,京都府,023-765-6526,090-8255-2099,ドコモ,右ルー・せき止め派
酒井 進,さかい すすむ,sakai_susumu@example.com,男,21,1998/5/28,未婚,A型,福岡県,034-210-1083,090-7248- 718,ドコモ,奥ルー・混ぜ混ぜ派
井上 佑,いのうえ たすく,inoue_tasuku@example.com,男,29,1990/5/20,未婚,O型,茨城県,044-  9-5308,090- 212-1851,ツーカー,左ルー・せき止め派
高田 惇,たかだ じゅん,takada_jun@example.com,男,29,1990/3/27,既婚,O型,東京都,070- 94-3581,080-6417-6425,ソフトバンク,左ルー・せき止め派
竹本 夏空,たけもと そら,takemoto_sora@example.com,女,30,1989/6/27,既婚,O型,山形県,051-231-5736,080- 415-2443,ドコモ,ぶっかけ・ルー攻め派
原田 結子,はらだ ゆうこ,harada_yuuko@example.com,女,28,1992/2/9,既婚,B型,宮城県,075-828-9212,080- 575-2414,ドコモ,左ルー・混ぜ混ぜ派
園田 美嘉,そのだ みか,sonoda_mika@example.com,女,44,1976/1/2,既婚,A型,東京都,072-359-9623,080-9207-8626,ドコモ,右ルー・別口派
長谷川 ひとみ,はせがわ ひとみ,hasegawa_hitomi@example.com,女,70,1949/7/19,既婚,O型,佐賀県,033- 74-8811,090-6487-9980,ソフトバンク,別盛り・せき止め派
長浜 洋介,ながはま ようすけ,nagahama_yousuke@example.com,男,60,1959/10/31,既婚,B型,宮城県,030-299-6619,080-5540-7899,ドコモ,手前ルー・混ぜ混ぜ派
