名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
安部 剛基,あべ よしき,abe_yoshiki@example.com,男,37,1982/12/6,既婚,A型,東京都,049-626-9144,090-9175-3852,ドコモ,左ルー・ルー攻め派
松山 薫,まつやま かおる,matsuyama_kaoru@example.com,男,40,1979/10/25,既婚,O型,熊本県,061-947-1527,090-7491- 725,ドコモ,左ルー・混ぜ混ぜ派
長友 美幸,ながとも みゆき,nagatomo_miyuki@example.com,女,75,1944/12/8,既婚,O型,京都府,066-468-2363,090-3620-2822,au,左ルー・せき止め派
大貫 ひろ子,おおぬき ひろこ,oonuki_hiroko@example.com,女,49,1970/4/13,既婚,A型,愛知県,0 9-453-5314,080-2945-8904,ドコモ,右ルー・せき止め派
吉沢 有起哉,よしざわ ゆきや,yoshizawa_yukiya@example.com,男,73,1946/10/15,既婚,O型,神奈川県,0 3-977-2348,080-2804-9759,ドコモ,右ルー・別口派
岡田 れいな,おかだ れいな,okada_reina@example.com,女,81,1938/9/28,既婚,A型,東京都,013-237-4069,090-5688-7072,ドコモ,ぶっかけ・せき止め派
佐古 竜也,さこ たつや,sako_tatsuya@example.com,男,82,1937/11/8,既婚,A型,新潟県,063-977-7282,080-3862-8069,ドコモ,左ルー・せき止め派
奥田 真悠子,おくだ まゆこ,okuda_mayuko@example.com,女,72,1947/12/21,既婚,O型,静岡県,034-567- 726,080-5097-7528,au,ぶっかけ・せき止め派
石丸 憲一,いしまる けんいち,ishimaru_kenichi@example.com,男,80,1939/9/17,既婚,A型,岡山県,026-926-1383,080-1204-8187,au,右ルー・せき止め派
柴咲 はるみ,しばさき はるみ,shibasaki_harumi@example.com,女,37,1982/3/20,既婚,A型,大阪府,040-818-6280,090-8023-3996,au,右ルー・ルー攻め派
長田 窈,ながた よう,nagata_you@example.com,女,73,1946/11/9,既婚,O型,大分県,092-399-8826,090-3952-1028,au,左ルー・別口派
榊原 和久,さかきばら かずひさ,sakakibara_kazuhisa@example.com,男,74,1945/2/25,既婚,O型,長野県,060-683-4445,080-7917-7119,au,ぶっかけ・せき止め派
青柳 さやか,あおやぎ さやか,aoyagi_sayaka@example.com,女,81,1938/8/1,既婚,AB型,埼玉県,025-593- 151,080-4621-8252,ドコモ,左ルー・別口派
高田 龍吉,たかだ りゅうきち,takada_ryuukichi@example.com,男,17,2002/8/10,未婚,B型,神奈川県,023-693-8660,080-8102-3253,ソフトバンク,手前ルー・混ぜ混ぜ派
藤村 健,ふじむら けん,fujimura_ken@example.com,男,35,1984/9/4,既婚,O型,愛知県,089-684-6358,090-9360-5379,ソフトバンク,奥ルー・混ぜ混ぜ派
城戸 鉄洋,きど てつひろ,kido_tetsuhiro@example.com,男,67,1952/9/3,既婚,AB型,熊本県,020-891-5192,080-5777-4583,au,奥ルー・せき止め派
横田 由樹,よこた ゆき,yokota_yuki@example.com,女,84,1935/6/4,既婚,AB型,東京都,0 7-769-5990,080-3083-4645,ドコモ,奥ルー・せき止め派
堀 京子,ほり きょうこ,hori_kyouko@example.com,女,75,1944/6/29,既婚,A型,長崎県,037-951-2384,090- 760-5173,au,左ルー・ルー攻め派
米沢 精児,よねざわ せいじ,yonezawa_seiji@example.com,男,53,1966/9/15,既婚,B型,山口県,092-100-5035,090-4579-9676,au,奥ルー・せき止め派
小西 奈々,こにし なな,konishi_nana@example.com,女,23,1996/7/8,未婚,O型,新潟県,035- 11-1639,080-9541-9044,ソフトバンク,手前ルー・混ぜ混ぜ派
八十田 智花,やそだ ともか,yasoda_tomoka@example.com,女,82,1937/10/16,既婚,A型,沖縄県,032-250-8940,090-4068-2512,ドコモ,右ルー・混ぜ混ぜ派
野上 きみまろ,のがみ きみまろ,nogami_kimimaro@example.com,男,68,1951/10/3,既婚,O型,秋田県,035-303-6510,080-9106-5182,ドコモ,左ルー・混ぜ混ぜ派
沢 りえ,さわ りえ,sawa_rie@example.com,女,26,1993/4/1,既婚,A型,大阪府,047-316-9897,080-2416-1178,ドコモ,ぶっかけ・ルー攻め派
石川 光洋,いしかわ みつひろ,ishikawa_mitsuhiro@example.com,男,20,1999/11/6,未婚,A型,北海道,099-250-4408,080- 899-2051,ドコモ,左ルー・せき止め派
大槻 優,おおつき ゆう,ootsuki_yuu@example.com,女,22,1997/4/10,既婚,O型,京都府,050-322-3257,080-2010-5185,ドコモ,左ルー・別口派
鈴木 未華子,すずき みかこ,suzuki_mikako@example.com,女,50,1969/5/24,既婚,O型,山口県,033-643-5396,080-8571- 523,ドコモ,ぶっかけ・混ぜ混ぜ派
成田 育二,なりた いくじ,narita_ikuji@example.com,男,73,1946/10/10,既婚,B型,広島県,092-766-3555,090-9877-8305,ドコモ,左ルー・ルー攻め派
稲垣 右京,いながき うきょう,inagaki_ukyou@example.com,男,21,1998/8/4,既婚,A型,京都府,0  -168-2583,090-6585-2143,au,左ルー・混ぜ混ぜ派
池内 勤,いけうち つとむ,ikeuchi_tsutomu@example.com,男,14,2005/4/28,未婚,A型,福岡県,016- 33- 733,080-5683- 637,au,左ルー・ルー攻め派
中川 直人,なかがわ なおと,nakagawa_naoto@example.com,男,10,2009/5/10,未婚,A型,東京都,015- 19-3950,090-3854-5393,ドコモ,手前ルー・ルー攻め派
浜田 ジョージ,はまだ じょーじ,hamada_george@example.com,男,69,1950/3/12,既婚,A型,神奈川県,035-286-7841,080-8128-4355,ドコモ,右ルー・せき止め派
近藤 博明,こんどう ひろあき,kondou_hiroaki@example.com,男,28,1991/9/23,未婚,AB型,大阪府,075-207-9555,090-5946-8391,ソフトバンク,右ルー・せき止め派
吉田 幸平,よしだ こうへい,yoshida_kouhei@example.com,男,23,1996/12/24,未婚,O型,北海道,036-761-6641,080-1689-4617,ドコモ,奥ルー・せき止め派
柄本 晴臣,えもと はるおみ,emoto_haruomi@example.com,男,15,2004/4/6,未婚,AB型,東京都,057-128-4687,090-5520-2354,ドコモ,ぶっかけ・ナン派
滝川 健,たきがわ けん,takigawa_ken@example.com,男,78,1941/11/21,既婚,A型,北海道,012-512-6200,080-1450-1645,ドコモ,手前ルー・ルー攻め派
広田 直人,ひろた なおと,hirota_naoto@example.com,男,30,1989/3/18,未婚,O型,神奈川県,028-587-3139,090-1561-6987,au,ぶっかけ・せき止め派
野中 優,のなか ゆう,nonaka_yuu@example.com,女,70,1949/6/21,既婚,A型,徳島県,099-628-9555,090-6567-5591,ソフトバンク,ぶっかけ・せき止め派
臼井 なつみ,うすい なつみ,usui_natsumi@example.com,女,47,1972/9/28,既婚,O型,熊本県,014- 20-6587,080-4674-5294,ドコモ,左ルー・ルー攻め派
横尾 小百合,よこお さゆり,yokoo_sayuri@example.com,女,83,1937/2/8,既婚,A型,兵庫県,059-140-8657,090-5210-3897,ドコモ,手前ルー・せき止め派
小野田 恵美,おのだ めぐみ,onoda_megumi@example.com,女,41,1978/6/20,既婚,O型,静岡県,077-461-4728,080- 675-4315,au,ぶっかけ・混ぜ混ぜ派
都築 さやか,つづき さやか,tsuduki_sayaka@example.com,女,63,1956/6/17,既婚,O型,千葉県,070-673-1559,090-6984-6070,ドコモ,左ルー・ルー攻め派
平沢 明宏,ひらさわ あきひろ,hirasawa_akihiro@example.com,男,49,1970/4/4,既婚,O型,鹿児島県,062-459- 588,090-4275-6317,au,ぶっかけ・ルー攻め派
西井 あさみ,にしい あさみ,nishii_asami@example.com,女,39,1980/10/27,既婚,A型,長崎県,046-373-1869,090-5691-2843,ドコモ,ぶっかけ・ルー攻め派
パンツェッタ まさし,ぱんつぇった まさし,panzetta_masashi@example.com,男,77,1942/8/10,既婚,O型,千葉県,073-909- 586,090-8055-9167,au,奥ルー・ルー攻め派
古谷 法子,ふるたに のりこ,furutani_noriko@example.com,女,44,1975/6/13,既婚,B型,東京都,060-270-1959,080-  44-4773,ドコモ,左ルー・せき止め派
中島 フミヤ,なかしま ふみや,nakashima_fumiya@example.com,男,48,1971/3/13,既婚,AB型,宮城県,083-855-4367,090-3231-1330,ドコモ,奥ルー・せき止め派
大滝 まさし,おおたき まさし,ootaki_masashi@example.com,男,74,1945/12/2,既婚,B型,大分県,027-684-2133,090-8787-7549,ドコモ,左ルー・混ぜ混ぜ派
芦田 さやか,あしだ さやか,ashida_sayaka@example.com,女,39,1981/1/30,未婚,O型,千葉県,081-824-5507,090-9219-9764,ソフトバンク,ぶっかけ・混ぜ混ぜ派
寺田 美月,てらだ みづき,terada_miduki@example.com,女,64,1955/8/29,既婚,O型,大阪府,048-180-5272,090-1079-6862,au,ぶっかけ・ルー攻め派
松谷 右京,まつたに うきょう,matsutani_ukyou@example.com,男,41,1978/8/2,既婚,O型,神奈川県,041-623-1792,090-7371-7606,ドコモ,ぶっかけ・せき止め派
日下 恵子,ひのした けいこ,hinoshita_keiko@example.com,女,84,1935/12/27,既婚,O型,三重県,023-149-2843,090-9259-7218,ドコモ,ぶっかけ・せき止め派
青木 綾,あおき あや,aoki_aya@example.com,女,16,2003/6/3,未婚,A型,神奈川県,099-715-9120,080-7477-9470,au,左ルー・せき止め派
松元 裕次郎,まつもと ゆうじろう,matsumoto_yuujirou@example.com,男,11,2008/4/3,未婚,A型,神奈川県,021-320-8441,080-8899-3660,au,左ルー・混ぜ混ぜ派
田島 大樹,たじま ひろき,tajima_hiroki@example.com,男,13,2006/9/25,未婚,B型,静岡県,041-582-2083,090-8949-1024,ドコモ,ぶっかけ・ルー攻め派
末吉 愛菜,すえきち あいな,suekichi_aina@example.com,女,51,1968/11/13,既婚,B型,三重県,015-885- 305,080-5019-7858,au,右ルー・混ぜ混ぜ派
秋本 拓郎,あきもと たくろう,akimoto_takurou@example.com,男,15,2004/6/26,未婚,O型,富山県,031-224-8623,090-2482-9131,ドコモ,奥ルー・ナン派
永島 砂羽,ながしま さわ,nagashima_sawa@example.com,女,70,1949/4/1,既婚,AB型,東京都,025-947-6827,080-2096-6612,au,ぶっかけ・せき止め派
金子 薫,かねこ かおる,kaneko_kaoru@example.com,女,31,1988/3/13,既婚,O型,佐賀県,033-786-5008,090-1811- 834,ソフトバンク,別盛り・ナン派
劇団 雅彦,げきだん まさひこ,gekidan_masahiko@example.com,男,31,1989/2/6,未婚,A型,埼玉県,012-473-3240,080- 158-3302,au,ぶっかけ・せき止め派
日下 仁晶,ひのした ひろあき,hinoshita_hiroaki@example.com,男,22,1997/8/21,既婚,AB型,兵庫県,032-116-8251,080- 446-6688,ドコモ,奥ルー・ルー攻め派
坪井 明慶,つぼい あきよし,tsuboi_akiyoshi@example.com,男,59,1960/8/18,既婚,O型,埼玉県,056-478-8021,090- 635-1592,au,左ルー・ルー攻め派
武 サンタマリア,たけ さんたまりあ,take_stmaria@example.com,女,35,1984/11/15,既婚,A型,千葉県,044-285-1212,090-2278-9517,ソフトバンク,左ルー・せき止め派
宇野 美幸,うの みゆき,uno_miyuki@example.com,女,54,1965/6/9,既婚,AB型,兵庫県,018-326-3827,080-7653-2239,au,ぶっかけ・別口派
鎌田 哲平,かまた てっぺい,kamata_teppei@example.com,男,12,2007/10/28,未婚,A型,静岡県,066-167-6010,090-3247-3425,ドコモ,ぶっかけ・せき止め派
細山 由美子,ほそやま ゆみこ,hosoyama_yumiko@example.com,女,45,1974/8/1,既婚,AB型,埼玉県,084-805-4862,090-4999-2007,ドコモ,左ルー・別口派
富岡 ケンイチ,とみおか けんいち,tomioka_kenichi@example.com,男,63,1956/6/14,既婚,O型,和歌山県,068-273-8563,080-9756-3582,ドコモ,ぶっかけ・せき止め派
田中 幸子,たなか さちこ,tanaka_sachiko@example.com,女,25,1994/5/13,未婚,O型,東京都,071- 36-8459,090-5431-5890,ソフトバンク,手前ルー・ナン派
伊集院 博之,いじゅういん ひろゆき,ijuuin_hiroyuki@example.com,男,21,1998/4/19,未婚,O型,岐阜県,013-681-7148,080-1618-5219,ソフトバンク,右ルー・ルー攻め派
飯田 里穂,いいだ りほ,iida_riho@example.com,女,42,1977/4/23,既婚,A型,東京都,087-129-7804,090-8106-1804,ドコモ,ぶっかけ・混ぜ混ぜ派
笹川 季衣,ささがわ としえ,sasagawa_toshie@example.com,女,22,1997/12/29,既婚,A型,東京都,016-128-3793,090-5993-5725,au,左ルー・別口派
中里 雅彦,なかざと まさひこ,nakazato_masahiko@example.com,男,71,1948/4/19,既婚,B型,埼玉県,077- 89-8269,080-3201-9330,ドコモ,左ルー・ルー攻め派
岡山 花緑,おかやま かろく,okayama_karoku1@example.com,男,44,1975/9/10,未婚,B型,埼玉県,022- 77-2426,090-5659- 375,ドコモ,右ルー・ナン派
福本 有海,ふくもと あみ,fukumoto_ami@example.com,女,56,1963/8/26,既婚,A型,北海道,072-413-3919,090-  31- 558,au,ぶっかけ・混ぜ混ぜ派
成田 愛菜,なりた あいな,narita_aina@example.com,女,38,1981/3/4,既婚,A型,千葉県,034-992-4166,080-6530-7854,ソフトバンク,奥ルー・せき止め派
宇佐美 陽介,うさみ ようすけ,usami_yousuke@example.com,男,24,1995/8/28,未婚,O型,大阪府,038-691-6129,090-8894-1623,ドコモ,左ルー・ルー攻め派
堀 えみ,ほり えみ,hori_emi@example.com,女,64,1955/7/17,既婚,O型,宮城県,076-651-7804,080-8184-8955,ドコモ,奥ルー・混ぜ混ぜ派
桑田 怜奈,くわた れいな,kuwata_reina@example.com,女,58,1961/5/7,既婚,A型,東京都,012-390-8041,090-1326-2085,ドコモ,左ルー・せき止め派
小野 徹,おの とおる,ono_tooru@example.com,男,55,1965/1/30,既婚,O型,千葉県,051-794-1749,090-2665-9760,ドコモ,左ルー・ルー攻め派
矢沢 佳乃,やざわ よしの,yazawa_yoshino@example.com,女,46,1973/7/29,未婚,O型,千葉県,089-742-3529,080-2143-2372,ソフトバンク,ぶっかけ・せき止め派
梶原 遥,かじわら はるか,kajiwara_haruka@example.com,女,78,1941/5/12,既婚,A型,大阪府,046-163-1994,090-4827-2364,ドコモ,右ルー・せき止め派
滝 美幸,たき みゆき,taki_miyuki@example.com,女,44,1975/12/6,既婚,B型,神奈川県,0 6- 25-6857,080- 967-8878,au,右ルー・ルー攻め派
水嶋 薫,みずしま かおる,mizushima_kaoru@example.com,女,32,1987/11/22,既婚,O型,和歌山県,053-496-6349,080-1045-7036,ドコモ,右ルー・ルー攻め派
立花 涼子,たちばな りょうこ,tachibana_ryouko@example.com,女,31,1988/11/13,既婚,A型,新潟県,096-279-7348,080-3767-1233,ドコモ,手前ルー・別口派
宮坂 幸平,みやさか こうへい,miyasaka_kouhei@example.com,男,76,1943/5/18,既婚,A型,愛知県,028-537-4947,090-1495-3860,ツーカー,左ルー・混ぜ混ぜ派
下山 たまき,しもやま たまき,shimoyama_tamaki@example.com,女,83,1937/1/25,既婚,AB型,愛知県,066-980- 836,090- 317-7076,ドコモ,手前ルー・混ぜ混ぜ派
梅沢 優一,うめざわ ゆういち,umezawa_yuuichi@example.com,男,67,1952/7/13,既婚,A型,山梨県,044-728-5520,090-1672-9900,ドコモ,左ルー・ルー攻め派
浜本 窈,はまもと よう,hamamoto_you1@example.com,女,77,1942/3/3,既婚,B型,神奈川県,077-733-9866,080-8258-1572,ドコモ,左ルー・混ぜ混ぜ派
土田 真悠子,つちだ まゆこ,tsuchida_mayuko@example.com,女,28,1991/3/3,既婚,B型,鳥取県,026-768-5524,080-9159-7515,ドコモ,手前ルー・混ぜ混ぜ派
藤森 麻由子,ふじもり まゆこ,fujimori_mayuko@example.com,女,46,1973/8/4,既婚,O型,東京都,028-172-1907,090-4985-9551,ドコモ,左ルー・別口派
竹内 博之,たけうち ひろゆき,takeuchi_hiroyuki@example.com,男,76,1943/12/5,既婚,A型,神奈川県,019-800-7267,080-2878-8325,ドコモ,左ルー・混ぜ混ぜ派
川田 友香,かわた ともか,kawata_tomoka@example.com,女,42,1977/3/16,既婚,A型,石川県,098-367-1771,090-5593-3971,au,左ルー・せき止め派
島 慶二,しま けいじ,shima_keiji@example.com,男,10,2009/10/7,未婚,A型,東京都,0 8-974-1047,090-8310-4143,ツーカー,ぶっかけ・別口派
柴咲 慶二,しばさき けいじ,shibasaki_keiji@example.com,男,76,1944/1/20,既婚,A型,千葉県,0 7-130-7488,080-4437-8156,au,ぶっかけ・混ぜ混ぜ派
小杉 勇介,こすぎ ゆうすけ,kosugi_yuusuke@example.com,男,35,1984/9/27,未婚,A型,山口県,010- 88-4161,090-4685-8038,ドコモ,左ルー・混ぜ混ぜ派
稲垣 ひろ子,いながき ひろこ,inagaki_hiroko@example.com,女,37,1983/1/3,既婚,B型,静岡県,014-865-5860,090-7007-1523,ドコモ,ぶっかけ・ナン派
西谷 丈雄,にしや たけお,nishiya_takeo@example.com,男,32,1987/4/19,既婚,A型,富山県,097-660-7257,090-7768-1260,ドコモ,左ルー・ルー攻め派
小高 砂羽,こだか さわ,kodaka_sawa@example.com,女,83,1936/12/30,既婚,AB型,青森県,039-799-8000,090-1136-4479,ドコモ,左ルー・別口派
塩谷 さゆり,しおや さゆり,shioya_sayuri@example.com,女,82,1937/4/19,既婚,O型,大阪府,020-398-5453,090-4705-2062,au,右ルー・別口派
岡部 雅彦,おかべ まさひこ,okabe_masahiko@example.com,男,55,1964/10/14,既婚,A型,岡山県,083-781-1543,080- 403-9015,au,左ルー・せき止め派
荒川 愛,あらかわ あい,arakawa_ai@example.com,女,46,1974/1/17,既婚,A型,千葉県,030-169- 468,090-3018- 901,ドコモ,手前ルー・ルー攻め派
佐野 憲史,さの のりひと,sano_norihito@example.com,男,41,1978/9/6,既婚,A型,愛媛県,019-401-5236,080- 790-2096,ドコモ,左ルー・混ぜ混ぜ派
高畑 丈雄,たかばた たけお,takabata_takeo@example.com,男,16,2003/4/8,未婚,AB型,京都府,062-725-5179,090-4424-7309,ドコモ,奥ルー・ルー攻め派
井上 達士,いのうえ たつひと,inoue_tatsuhito@example.com,男,85,1934/5/4,既婚,A型,神奈川県,015-730-7045,080-6744-6605,ドコモ,右ルー・ルー攻め派
古谷 聡,ふるたに さとし,furutani_satoshi@example.com,男,29,1990/9/26,未婚,A型,大阪府,094-401-6824,080-7771-4271,ソフトバンク,ぶっかけ・混ぜ混ぜ派
とよた 徹平,とよた てっぺい,toyota_teppei@example.com,男,57,1962/5/19,既婚,B型,千葉県,097-154-1084,080-6041-1773,ドコモ,左ルー・別口派
岡山 俊二,おかやま しゅんじ,okayama_shunji@example.com,男,28,1991/7/31,未婚,A型,鹿児島県,084-620- 904,080-8563-9918,ドコモ,奥ルー・ルー攻め派
松崎 愛梨,まつざき あいり,matsuzaki_airi@example.com,女,57,1962/6/24,既婚,O型,兵庫県,039-718-6948,080-1742-5640,ドコモ,右ルー・せき止め派
西脇 洋介,にしわき ようすけ,nishiwaki_yousuke@example.com,男,65,1954/7/19,既婚,A型,長野県,056-394-7836,090-4851-7771,ツーカー,ぶっかけ・せき止め派
中西 雄太,なかにし ゆうた,nakanishi_yuuta@example.com,男,14,2005/12/6,未婚,O型,静岡県,044-442-9084,090-3053-5230,au,ぶっかけ・ルー攻め派
